athlete_name,year,points_earned,event_name,country,profile_url,stance,first_season,age,height(cm),weight(kg),beach,event_region,event_country
Julian Wilson,2015,500,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,26,183,82,Itaúna,Saquarena,Brasil
Bede Durbidge,2016,500,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,33,185,82,Main Breack,Margaret River,Australia
Nat Young,2015,500,Billabong Pipe Masters,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,24,180,75,Pipeline,Oahu,"Hawai, USA"
Kelly Slater,2016,500,Margaret River Pro,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,44,175,73,Main Breack,Margaret River,Australia
Jadson Andre,2016,500,Billabong Pipe Masters,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,26,170,70,Pipeline,Oahu,"Hawai, USA"
Jack Freestone,2017,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,25,185,86,Bells Beach,Victoria,Australia
Josh Kerr,2017,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/606/josh-kerr,Regular,2007 Men's CT,33,173,69,Bells Beach,Victoria,Australia
Ian Gouveia,2017,500,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/1089/ian-gouveia,Goofy,2008 Men's QS,24,167,69,Bells Beach,Victoria,Australia
Adam Melling,2015,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/260/adam-melling,Regular,2008 Men's QS,30,175,75,Snapper Rocks,"Gold Coast, Queensland",Australia
Jadson Andre,2017,500,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,27,170,70,Bells Beach,Victoria,Australia
Ethan Ewing,2017,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,19,178,77,Bells Beach,Victoria,Australia
Adrian Buchan,2016,500,Billabong Pipe Masters,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,34,175,75,Pipeline,Oahu,"Hawai, USA"
Stuart Kennedy,2017,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,27,175,73,Bells Beach,Victoria,Australia
Italo Ferreira,2017,500,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,23,168,68,Bells Beach,Victoria,Australia
Brett Simpson,2015,500,Quiksilver Pro Gold Coast,United States,https://www.worldsurfleague.com/athletes/23/brett-simpson,Regular,2008 Men's QS,30,185,81,Snapper Rocks,"Gold Coast, Queensland",Australia
Caio Ibelli,2016,500,Billabong Pipe Masters,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,23,167,72,Pipeline,Oahu,"Hawai, USA"
Dusty Payne,2015,500,Billabong Pipe Masters,Hawaii,https://www.worldsurfleague.com/athletes/8/dusty-payne,Regular,2008 Men's QS,26,178,74,Pipeline,Oahu,"Hawai, USA"
Ricardo Christie,2015,500,Quiksilver Pro Gold Coast,New Zealand,https://www.worldsurfleague.com/athletes/314/ricardo-christie,Regular,2008 Men's QS,27,185,84,Snapper Rocks,"Gold Coast, Queensland",Australia
Matt Banting,2015,500,Billabong Pipe Masters,Australia,https://www.worldsurfleague.com/athletes/2757/matt-banting,Regular,2011 Men's JR,21,180,69,Pipeline,Oahu,"Hawai, USA"
Ricardo Christie,2015,500,Billabong Pipe Masters,New Zealand,https://www.worldsurfleague.com/athletes/314/ricardo-christie,Regular,2008 Men's QS,27,185,84,Pipeline,Oahu,"Hawai, USA"
Brett Simpson,2015,500,Billabong Pipe Masters,United States,https://www.worldsurfleague.com/athletes/23/brett-simpson,Regular,2008 Men's QS,30,185,81,Pipeline,Oahu,"Hawai, USA"
Conner Coffin,2017,500,Rip Curl Pro Bells Beach,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,24,172,76,Bells Beach,Victoria,Australia
Stuart Kennedy,2017,500,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,27,175,73,Main Breack,Margaret River,Australia
Miguel Pupo,2015,500,Billabong Pipe Masters,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,23,175,73,Pipeline,Oahu,"Hawai, USA"
Kolohe Andino,2015,500,Billabong Pipe Masters,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,21,180,79,Pipeline,Oahu,"Hawai, USA"
Stuart Kennedy,2016,500,Billabong Pipe Masters,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,26,175,73,Pipeline,Oahu,"Hawai, USA"
Jadson Andre,2015,500,Billabong Pipe Masters,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,25,170,70,Pipeline,Oahu,"Hawai, USA"
Matt Wilkinson,2015,500,Billabong Pipe Masters,Australia,https://www.worldsurfleague.com/athletes/226/matt-wilkinson,Goofy,2006 Men's CT,27,180,82,Pipeline,Oahu,"Hawai, USA"
Jadson Andre,2015,500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,25,170,70,Snapper Rocks,"Gold Coast, Queensland",Australia
Wiggolly Dantas,2015,500,Billabong Pipe Masters,Brazil,https://www.worldsurfleague.com/athletes/425/wiggolly-dantas,Goofy,2008 Men's QS,25,175,72,Pipeline,Oahu,"Hawai, USA"
Kanoa Igarashi,2017,500,Rip Curl Pro Bells Beach,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,20,180,78,Bells Beach,Victoria,Australia
Owen Wright,2016,500,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,26,190,81,Main Breack,Margaret River,Australia
Keanu Asing,2016,500,Billabong Pipe Masters,Hawaii,https://www.worldsurfleague.com/athletes/1677/keanu-asing,Regular,2009 Men's QS,23,163,63,Pipeline,Oahu,"Hawai, USA"
Michel Bourez,2015,500,Quiksilver Pro Gold Coast,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,29,175,80,Snapper Rocks,"Gold Coast, Queensland",Australia
Joel Parkinson,2015,500,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/556/joel-parkinson,Regular,1999 Men's CT,34,183,82,Itaúna,Saquarena,Brasil
Michel Bourez,2015,500,Oi Rio Pro,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,29,175,80,Itaúna,Saquarena,Brasil
Kolohe Andino,2015,500,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,21,180,79,Itaúna,Saquarena,Brasil
Miguel Pupo,2015,500,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,23,175,73,Itaúna,Saquarena,Brasil
Owen Wright,2016,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,26,190,81,Bells Beach,Victoria,Australia
Ezekiel Lau,2017,500,MEO Pro Portugal,Hawaii,https://www.worldsurfleague.com/athletes/1957/ezekiel-lau,Regular,2008 Men's QS,23,186,92,Guincho,Cascais,Portugal
Kelly Slater,2017,500,MEO Pro Portugal,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,45,175,73,Guincho,Cascais,Portugal
Kolohe Andino,2017,500,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,23,180,79,Itaúna,Saquarena,Brasil
Wiggolly Dantas,2017,500,MEO Pro Portugal,Brazil,https://www.worldsurfleague.com/athletes/425/wiggolly-dantas,Goofy,2008 Men's QS,27,175,72,Guincho,Cascais,Portugal
Taj Burrow,2016,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/555/taj-burrow,Regular,1996 Men's CT,38,175,72,Bells Beach,Victoria,Australia
Bede Durbidge,2017,500,MEO Pro Portugal,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,34,185,82,Guincho,Cascais,Portugal
Ian Gouveia,2017,500,MEO Pro Portugal,Brazil,https://www.worldsurfleague.com/athletes/1089/ian-gouveia,Goofy,2008 Men's QS,24,167,69,Guincho,Cascais,Portugal
Bede Durbidge,2016,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,33,185,82,Bells Beach,Victoria,Australia
Joan Duru,2017,500,MEO Pro Portugal,France,https://www.worldsurfleague.com/athletes/621/joan-duru,Goofy,2006 Men's CT,28,177,77,Guincho,Cascais,Portugal
Alex Ribeiro,2016,500,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/483/alex-ribeiro,Goofy,2008 Men's QS,26,178,77,Bells Beach,Victoria,Australia
Ryan Callinan,2016,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/1760/ryan-callinan,Goofy,2009 Men's QS,24,183,80,Bells Beach,Victoria,Australia
Michel Bourez,2017,500,Oi Rio Pro,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,31,175,80,Itaúna,Saquarena,Brasil
Conner Coffin,2017,500,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,24,172,76,Itaúna,Saquarena,Brasil
Joan Duru,2017,500,Oi Rio Pro,France,https://www.worldsurfleague.com/athletes/621/joan-duru,Goofy,2006 Men's CT,28,177,77,Itaúna,Saquarena,Brasil
Jeremy Flores,2017,500,MEO Pro Portugal,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,29,173,72,Guincho,Cascais,Portugal
Italo Ferreira,2017,500,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,23,168,68,Itaúna,Saquarena,Brasil
Miguel Pupo,2017,500,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,25,175,73,Itaúna,Saquarena,Brasil
Leonardo Fioravanti,2017,500,Oi Rio Pro,Italy,https://www.worldsurfleague.com/athletes/2656/leonardo-fioravanti,Regular,2011 Men's JR,19,180,80,Itaúna,Saquarena,Brasil
Leonardo Fioravanti,2017,500,Rip Curl Pro Bells Beach,Italy,https://www.worldsurfleague.com/athletes/2656/leonardo-fioravanti,Regular,2011 Men's JR,19,180,80,Bells Beach,Victoria,Australia
Filipe Toledo,2017,500,Billabong Pipe Masters,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,22,175,70,Pipeline,Oahu,"Hawai, USA"
Sebastian Zietz,2017,500,Billabong Pipe Masters,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,29,183,77,Pipeline,Oahu,"Hawai, USA"
Stuart Kennedy,2016,500,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,26,175,73,Main Breack,Margaret River,Australia
Kelly Slater,2017,500,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,45,175,73,Itaúna,Saquarena,Brasil
Frederico Morais,2017,500,Billabong Pipe Masters,Portugal,https://www.worldsurfleague.com/athletes/1343/frederico-morais,Regular,2008 Men's QS,25,185,81,Pipeline,Oahu,"Hawai, USA"
Conner Coffin,2016,500,Margaret River Pro,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,23,172,76,Main Breack,Margaret River,Australia
Ezekiel Lau,2017,500,Oi Rio Pro,Hawaii,https://www.worldsurfleague.com/athletes/1957/ezekiel-lau,Regular,2008 Men's QS,23,186,92,Itaúna,Saquarena,Brasil
Miguel Pupo,2016,500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,24,175,73,Snapper Rocks,"Gold Coast, Queensland",Australia
Filipe Toledo,2016,500,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,21,175,70,Main Breack,Margaret River,Australia
Nat Young,2017,500,MEO Pro Portugal,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,26,180,75,Guincho,Cascais,Portugal
Gabriel Medina,2017,500,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,23,180,77,Main Breack,Margaret River,Australia
Jadson Andre,2017,500,MEO Pro Portugal,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,27,170,70,Guincho,Cascais,Portugal
Josh Kerr,2016,500,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/606/josh-kerr,Regular,2007 Men's CT,32,173,69,Itaúna,Saquarena,Brasil
Owen Wright,2017,500,Billabong Pipe Masters,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,27,190,81,Pipeline,Oahu,"Hawai, USA"
Jadson Andre,2016,500,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,26,170,70,Main Breack,Margaret River,Australia
Jordy Smith,2015,500,Oi Rio Pro,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,27,190,88,Itaúna,Saquarena,Brasil
Brett Simpson,2015,500,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/23/brett-simpson,Regular,2008 Men's QS,30,185,81,Itaúna,Saquarena,Brasil
Glenn Hall,2015,500,Oi Rio Pro,Ireland,https://www.worldsurfleague.com/athletes/215/glenn-hall,Goofy,2008 Men's QS,33,165,63,Itaúna,Saquarena,Brasil
Frederico Morais,2017,500,Margaret River Pro,Portugal,https://www.worldsurfleague.com/athletes/1343/frederico-morais,Regular,2008 Men's QS,25,185,81,Main Breack,Margaret River,Australia
Freddy Patacchia Jr.,2015,500,Oi Rio Pro,Hawaii,https://www.worldsurfleague.com/athletes/2/freddy-patacchia-jr,Goofy,2002 Men's CT,33,172,74,Itaúna,Saquarena,Brasil
Alejo Muniz,2015,500,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/708/alejo-muniz,Regular,2008 Men's QS,25,175,72,Itaúna,Saquarena,Brasil
Mick Fanning,2017,500,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/554/mick-fanning,Regular,1999 Men's CT,36,178,79,Main Breack,Margaret River,Australia
Kolohe Andino,2016,500,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,22,180,79,Itaúna,Saquarena,Brasil
Matt Wilkinson,2016,500,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/226/matt-wilkinson,Goofy,2006 Men's CT,28,180,82,Itaúna,Saquarena,Brasil
Julian Wilson,2016,500,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,27,183,82,Itaúna,Saquarena,Brasil
Joel Parkinson,2016,500,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/556/joel-parkinson,Regular,1999 Men's CT,35,183,82,Itaúna,Saquarena,Brasil
Adrian Buchan,2016,500,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,34,175,75,Itaúna,Saquarena,Brasil
Bino Lopes,2016,500,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/440/bino-lopes,Regular,2008 Men's QS,28,180,74,Itaúna,Saquarena,Brasil
Conner Coffin,2016,500,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,23,172,76,Itaúna,Saquarena,Brasil
Wiggolly Dantas,2016,500,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/425/wiggolly-dantas,Goofy,2008 Men's QS,26,175,72,Itaúna,Saquarena,Brasil
Keanu Asing,2016,500,Oi Rio Pro,Hawaii,https://www.worldsurfleague.com/athletes/1677/keanu-asing,Regular,2009 Men's QS,23,163,63,Itaúna,Saquarena,Brasil
Jeremy Flores,2016,500,Oi Rio Pro,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,28,173,72,Itaúna,Saquarena,Brasil
Jadson Andre,2016,500,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,26,170,70,Itaúna,Saquarena,Brasil
Matt Wilkinson,2017,500,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/226/matt-wilkinson,Goofy,2006 Men's CT,29,180,82,Main Breack,Margaret River,Australia
Alex Ribeiro,2016,500,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/483/alex-ribeiro,Goofy,2008 Men's QS,26,178,77,Itaúna,Saquarena,Brasil
Bede Durbidge,2016,500,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,33,185,82,Itaúna,Saquarena,Brasil
Keanu Asing,2016,500,Margaret River Pro,Hawaii,https://www.worldsurfleague.com/athletes/1677/keanu-asing,Regular,2009 Men's QS,23,163,63,Main Breack,Margaret River,Australia
Mason Ho,2017,500,MEO Pro Portugal,Hawaii,https://www.worldsurfleague.com/athletes/598/mason-ho,Regular,2008 Men's QS,29,173,68,Guincho,Cascais,Portugal
Kai Otton,2015,500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/565/kai-otton,Goofy,2007 Men's CT,35,180,76,Snapper Rocks,"Gold Coast, Queensland",Australia
Owen Wright,2016,500,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,26,190,81,Itaúna,Saquarena,Brasil
Stuart Kennedy,2017,500,MEO Pro Portugal,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,27,175,73,Guincho,Cascais,Portugal
Kolohe Andino,2016,500,Rip Curl Pro Bells Beach,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,22,180,79,Bells Beach,Victoria,Australia
Aritz Aranburu,2015,500,Fiji Pro,Spain,https://www.worldsurfleague.com/athletes/588/aritz-aranburu,Regular,2007 Men's CT,30,172,70,Cloudbreak,Tavarua Island,Fiji
Stuart Kennedy,2016,500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,26,175,73,Supertubes,Jeffreys Bay,South Africa
Dusty Payne,2015,500,Quiksilver Pro France,Hawaii,https://www.worldsurfleague.com/athletes/8/dusty-payne,Regular,2008 Men's QS,26,178,74,Hossegor,Landas,France
Ricardo Christie,2015,500,J-Bay Open,New Zealand,https://www.worldsurfleague.com/athletes/314/ricardo-christie,Regular,2008 Men's QS,27,185,84,Supertubes,Jeffreys Bay,South Africa
Matt Banting,2015,500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/2757/matt-banting,Regular,2011 Men's JR,21,180,69,Supertubes,Jeffreys Bay,South Africa
Dusty Payne,2015,500,J-Bay Open,Hawaii,https://www.worldsurfleague.com/athletes/8/dusty-payne,Regular,2008 Men's QS,26,178,74,Supertubes,Jeffreys Bay,South Africa
Tomas Hermes,2015,500,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/449/tomas-hermes,Regular,2008 Men's QS,28,163,65,Supertubes,Jeffreys Bay,South Africa
Miguel Pupo,2017,500,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,25,175,73,Teahupo'o,Tahiti,French Polynesia
Conner Coffin,2016,500,J-Bay Open,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,23,172,76,Supertubes,Jeffreys Bay,South Africa
Adriano de Souza,2016,500,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,29,170,66,Teahupo'o,Tahiti,French Polynesia
Nat Young,2016,500,J-Bay Open,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,25,180,75,Supertubes,Jeffreys Bay,South Africa
Keanu Asing,2016,500,J-Bay Open,Hawaii,https://www.worldsurfleague.com/athletes/1677/keanu-asing,Regular,2009 Men's QS,23,163,63,Supertubes,Jeffreys Bay,South Africa
Jeremy Flores,2016,500,J-Bay Open,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,28,173,72,Supertubes,Jeffreys Bay,South Africa
Jadson Andre,2016,500,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,26,170,70,Supertubes,Jeffreys Bay,South Africa
Kai Otton,2016,500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/565/kai-otton,Goofy,2007 Men's CT,36,180,76,Supertubes,Jeffreys Bay,South Africa
Matt Banting,2016,500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/2757/matt-banting,Regular,2011 Men's JR,22,180,69,Supertubes,Jeffreys Bay,South Africa
Jack Freestone,2016,500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,24,185,86,Supertubes,Jeffreys Bay,South Africa
Ryan Callinan,2016,500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/1760/ryan-callinan,Goofy,2009 Men's QS,24,183,80,Supertubes,Jeffreys Bay,South Africa
Alex Ribeiro,2016,500,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/483/alex-ribeiro,Goofy,2008 Men's QS,26,178,77,Supertubes,Jeffreys Bay,South Africa
Bede Durbidge,2016,500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,33,185,82,Supertubes,Jeffreys Bay,South Africa
Owen Wright,2016,500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,26,190,81,Supertubes,Jeffreys Bay,South Africa
Kolohe Andino,2017,500,J-Bay Open,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,23,180,79,Supertubes,Jeffreys Bay,South Africa
Sebastian Zietz,2017,500,J-Bay Open,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,29,183,77,Supertubes,Jeffreys Bay,South Africa
Adrian Buchan,2017,500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,35,175,75,Supertubes,Jeffreys Bay,South Africa
Caio Ibelli,2016,500,Fiji Pro,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,23,167,72,Cloudbreak,Tavarua Island,Fiji
Kanoa Igarashi,2017,500,J-Bay Open,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,20,180,78,Supertubes,Jeffreys Bay,South Africa
Ian Gouveia,2017,500,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/1089/ian-gouveia,Goofy,2008 Men's QS,24,167,69,Supertubes,Jeffreys Bay,South Africa
Caio Ibelli,2017,500,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,24,167,72,Teahupo'o,Tahiti,French Polynesia
Miguel Pupo,2017,500,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,25,175,73,Supertubes,Jeffreys Bay,South Africa
Wiggolly Dantas,2017,500,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/425/wiggolly-dantas,Goofy,2008 Men's QS,27,175,72,Supertubes,Jeffreys Bay,South Africa
Frederico Morais,2017,500,Tahiti Pro Teahupo'o,Portugal,https://www.worldsurfleague.com/athletes/1343/frederico-morais,Regular,2008 Men's QS,25,185,81,Teahupo'o,Tahiti,French Polynesia
Josh Kerr,2017,500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/606/josh-kerr,Regular,2007 Men's CT,33,173,69,Supertubes,Jeffreys Bay,South Africa
Glenn Hall,2015,500,J-Bay Open,Ireland,https://www.worldsurfleague.com/athletes/215/glenn-hall,Goofy,2008 Men's QS,33,165,63,Supertubes,Jeffreys Bay,South Africa
Brett Simpson,2015,500,J-Bay Open,United States,https://www.worldsurfleague.com/athletes/23/brett-simpson,Regular,2008 Men's QS,30,185,81,Supertubes,Jeffreys Bay,South Africa
Jordy Smith,2015,500,J-Bay Open,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,27,190,88,Supertubes,Jeffreys Bay,South Africa
Josh Kerr,2017,500,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/606/josh-kerr,Regular,2007 Men's CT,33,173,69,Teahupo'o,Tahiti,French Polynesia
Matt Banting,2015,500,Quiksilver Pro France,Australia,https://www.worldsurfleague.com/athletes/2757/matt-banting,Regular,2011 Men's JR,21,180,69,Hossegor,Landas,France
Ricardo Christie,2015,500,Quiksilver Pro France,New Zealand,https://www.worldsurfleague.com/athletes/314/ricardo-christie,Regular,2008 Men's QS,27,185,84,Hossegor,Landas,France
Glenn Hall,2015,500,Quiksilver Pro France,Ireland,https://www.worldsurfleague.com/athletes/215/glenn-hall,Goofy,2008 Men's QS,33,165,63,Hossegor,Landas,France
Aritz Aranburu,2017,500,Tahiti Pro Teahupo'o,Spain,https://www.worldsurfleague.com/athletes/588/aritz-aranburu,Regular,2007 Men's CT,32,172,70,Teahupo'o,Tahiti,French Polynesia
Jordy Smith,2015,500,Quiksilver Pro France,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,27,190,88,Hossegor,Landas,France
Miguel Pupo,2015,500,Quiksilver Pro France,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,23,175,73,Hossegor,Landas,France
Sebastian Zietz,2015,500,Quiksilver Pro France,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,27,183,77,Hossegor,Landas,France
Adam Melling,2015,500,Quiksilver Pro France,Australia,https://www.worldsurfleague.com/athletes/260/adam-melling,Regular,2008 Men's QS,30,175,75,Hossegor,Landas,France
Adrian Buchan,2015,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,33,175,75,Bells Beach,Victoria,Australia
Wiggolly Dantas,2015,500,Quiksilver Pro France,Brazil,https://www.worldsurfleague.com/athletes/425/wiggolly-dantas,Goofy,2008 Men's QS,25,175,72,Hossegor,Landas,France
Joel Parkinson,2015,500,Quiksilver Pro France,Australia,https://www.worldsurfleague.com/athletes/556/joel-parkinson,Regular,1999 Men's CT,34,183,82,Hossegor,Landas,France
